Tweet_count,Username,Text,Created_At,Retweets,Likes
453,cliphotspot,DDG says Kai Cenat is the reason he recently started praying to god more after seeing Kai talk about the importance of prayer on The Jimmy Fallon Show ❤️‍🔥https://t.co/CaDUMdKayc,Fri Mar 07 03:18:44 +0000 2025,196,3901
454,Kaimafiaupdates,State Farm recently dropped a short commercial featuring Kai Cenat in Gotham City on their TikTok! 👀🔥 https://t.co/B0mfnbr4Ia,Thu Mar 06 20:19:40 +0000 2025,182,3627
455,run2jules,yeah i do it big like kai cenat head,Mon Mar 10 23:41:52 +0000 2025,0,3
456,ryelin_johnson,"“Never been embarrassed to wear the same fit twice, never been embarrassed to have 1 pair of shoes , Never been embarrassed to struggle. You gotta go through hard times before you live lavish. I know it’s on the way so i'm forever humble.” - Kai cenat‼️",Wed Mar 05 00:04:38 +0000 2025,0,3
457,Rocket_kid7,Get Kai Cenat out off espn bruh,Thu Mar 06 15:34:33 +0000 2025,0,4
458,Trendsette30515,"Kai Cenat is a generational talent.
Just before the game , he was googling how to score a goal🤣",Sat Mar 08 17:08:15 +0000 2025,0,8
459,Bei_Wunda,Kai Cenat has no business being on ESPN bro,Thu Mar 06 15:29:47 +0000 2025,1,2
460,Only1_Rasta,They brought out Kai Cenat to argue LeBron’s vs Jordan u can’t make this shit up https://t.co/ozsk3qkGsW,Thu Mar 06 23:33:36 +0000 2025,0,57
461,qiyoku222,the guy sitting next to me is watching a kai cenat stream https://t.co/7bwNzeuMBS,Thu Mar 06 21:37:29 +0000 2025,0,8
462,Markhenry0l,"Kai cenat fucked up streaming  .
He got everybody thinking they can be ray",Tue Mar 04 17:03:24 +0000 2025,0,36
463,Itzz_Ozz,“Kai Cenat” talking about hoops in 2025…… https://t.co/F5eQUL8MFo,Thu Mar 06 19:04:59 +0000 2025,1,5
464,Chiilll00,Kai fucking cenat scoring before you https://t.co/7JZKFZHXcu,Sat Mar 08 16:46:54 +0000 2025,0,62
465,718Territory,"“I just made 700 thousand sittin in a room, feel like I’m Kai cenat” …. FREE TORY ☂️☂️☔️☔️ https://t.co/HHAdmWXMn8",Fri Mar 07 16:29:03 +0000 2025,0,14
466,BillySundown,"Kai Cenat Streamer University 

Goal: make other streamers big and small more successful 

Applications start soon

https://t.co/2pWle9m8BH",Fri Mar 07 13:54:31 +0000 2025,0,3
467,O_ufuoma7,"lol if you don’t understand social engineering just say so… it’s the same reason Ronaldo met Mr Beast, same reason ishowspeed was on a CBS and Kai Cenat was on Jimmy Kimmel. If you don’t understand social media up till now you won’t ever get it.",Fri Mar 07 08:47:07 +0000 2025,0,3
468,CFC_dennoh,Kai Cenat  looking up tutorials on how to score a GOAL… https://t.co/ZbHjhFc6lg,Sat Mar 08 16:13:03 +0000 2025,1,6
469,jacksonblaze888,@TheDunkCentral @FirstTake @awfulannouncing Kai Cenat spoke for Gen Z… we move https://t.co/2mCqh96FwO,Thu Mar 06 16:54:57 +0000 2025,0,29
470,fundzondeck,"Stop getting sidetracked by shit that ain't your business

y'all are locked in on shit that don't even touch your life

kai cenat starting another marathon
speed visiting another country
immigrant incident this

WHO GIVES A FUCK NIGGA

keep your eyes on YOU and go get some money",Mon Mar 10 23:17:16 +0000 2025,0,7
471,RareKlutch,"DDG said Kai Cenat inspired him to pray to God more &amp; was shocked when things in his life started heading in the right direction ❤️🙏
 https://t.co/6fbzRe6ZEo",Fri Mar 07 19:32:38 +0000 2025,0,4
472,CambriaTheGreat,Kai Cenat is so loud. 🥴,Thu Mar 06 15:35:20 +0000 2025,0,2
473,DaltonRichard17,@517to214 @uhallgrovetop He gone be living his best life in LA while we watching Kai Cenat hoop for our team hoping to god whoever we trade our pieces off give us good picks https://t.co/BmTNG0M4iK,Mon Mar 10 02:53:33 +0000 2025,0,4
474,sampierat,i hate how kai cenat is still popular fuck that queerphobic loser,Thu Mar 06 19:20:04 +0000 2025,0,4
475,1111meo,KAI CENAT PLEASE SAVE US,Fri Mar 07 20:49:13 +0000 2025,0,3
476,001Sports_,A crazy assist from Speed to give Kai Cenat the Goal. #sidemenCharityMatch https://t.co/4bw92dKDwW,Sat Mar 08 16:53:10 +0000 2025,0,18
477,ryryfrys,For sure I'd give it all to Kai cenat,Thu Mar 06 16:08:44 +0000 2025,0,2
478,EmanThe1st,I’m seeing the script Kai Cenat scores then The Asian Kai Cenat scores,Sat Mar 08 16:52:21 +0000 2025,0,9
479,kingofc0m,what a challenge from kai cenat https://t.co/tfLfJfUwUD,Sat Mar 08 15:25:56 +0000 2025,0,4
480,factostats,@FearedBuck When Kai Cenat called IShowSpeed and stopped him from throwing up gang signs in NYC 🙏💯 https://t.co/BNB2MlVFvA,Fri Mar 07 15:01:24 +0000 2025,1,8
481,grenadepin,THIS IS MY SIGN TL NEVER EVER OPEN COMMS,Sun Mar 09 10:25:00 +0000 2025,0,2
482,HutterBen,@LakeShowYo Unpopular opinion: I don't like Kai Cenat,Thu Mar 06 17:54:00 +0000 2025,0,32
483,emocatkey843265,Ain’t no one looking at damn Kai Cenat,Sun Mar 09 19:55:16 +0000 2025,1,2
484,Rlop1234Goat,Kai Cenat on First Take fighting with Stephan A Smith is wild 😭  https://t.co/JVzYwlHhXa,Thu Mar 06 17:01:57 +0000 2025,1,12
485,imreasonn,"Kai cenat reposted my Video ❤️🔒if yall haven’t already go run this up for me

https://t.co/SjB1N0w6ZJ https://t.co/OGAVTL0zat",Sun Mar 09 18:19:22 +0000 2025,0,2
486,AlexanderVgr8s,Kai Cenat please save us 😂😂👌 https://t.co/MhNv67FisT,Thu Mar 06 11:06:36 +0000 2025,0,3
487,otmnemo,"@Kick_Champ Kai Cenat vs Adin Ross debate can be easily compared to Drake vs Kendrick.

Drake ignited the industry such did Adin Ross with Twitch and streaming then Kendrick carried the flame such as Kai Cenat.

But this defamation of Adin Ross is truelly pathetic even if he can be corny.",Fri Mar 07 19:17:57 +0000 2025,0,58
488,RareKlutch,"Kai Cenat doing the Naruto run during the Sidemen Game 😭
 https://t.co/t9eF3OAfxI",Sat Mar 08 15:50:24 +0000 2025,1,8
489,LLDree_,"man Kai Cenat on First Take, that young nigga got it man",Thu Mar 06 15:29:03 +0000 2025,0,3
490,Fire__Monkey23,@stephenasmith @FirstTake You got cooked by kai cenat and bron on the same day. No need to address anything. Just go back to your hiding hole and stay in the corner https://t.co/zYc9elahXO,Fri Mar 07 14:24:06 +0000 2025,0,3
491,sergio_de_ennin,Kai Cenat searching up goal tutorials before the start of the match 😂😂 https://t.co/OFAx28jpfL,Sun Mar 09 08:06:38 +0000 2025,0,4
492,dubseasports,#WATCH: Kai Cenat hops on ESPN’s ‘First Take’ and claims some people have compared his game to Jamal Crawford 😭🤥 https://t.co/bfFGHJRZZX,Fri Mar 07 04:26:31 +0000 2025,0,2
493,RareKlutch,Kevin Hart speaks on the advice he gave to Kai Cenat and Druski during an interview 🔥 https://t.co/hC1RJp5RDW,Fri Mar 07 18:53:41 +0000 2025,0,9
494,e1hab_az,"most subbed asian twitch streamer of all time, second youngest twitch streamer to hit 100k subs, asian kai cenat, rizz connoisseur, part of faze, need i say more? yes im sucking on it",Tue Mar 04 21:56:42 +0000 2025,0,70
495,TheTwitchverse,"Kai Cenat looks up tutorials on how to score a GOAL right before the football/soccer game😭
 https://t.co/XcH9IulHjo",Sat Mar 08 15:32:44 +0000 2025,0,4
496,Jephthah_xx,"Speed going unstoppable with an insane assist to Kai Cenat 🥶🔥🔥
https://t.co/kcwfC3tOLf",Sat Mar 08 19:27:06 +0000 2025,0,9
497,damiactivated,@Agtesnx @Twitch @KaiCenat You in every comment section about Kai. You’re his biggest fan,Thu Mar 06 01:10:24 +0000 2025,0,21
498,StreamUpdates7,"@IShowSpeedHQ Seeing Speed Give An Assist To Kai Cenat To Make His First Ever Goal In The Sidemen Charity Match Is Insane They Both Made History 🔥🔥
https://t.co/SwmcqCRtVR",Sat Mar 08 16:53:11 +0000 2025,7,48
499,randylahey0,"You just had Kai Cenat on your show, your opinion is invalid",Fri Mar 07 06:18:44 +0000 2025,0,2
500,LaymanLeftist,@narcissiszt @scubaryan_ @KaiCenat Didn’t Aiden literally have a campaign trying to get people off twitch and calling people like KAI slaves for not wanting to leave an join Kick?,Thu Mar 06 02:09:54 +0000 2025,0,44
